Topic,Sentiment,Prediction,TwitterText,,,,,,,
microsoft,irrelevant,irrelevant,Workshop med @technet idag. Interessant! #citrix #Microsoft  #SYSIKT,,,,,,,
microsoft,irrelevant,irrelevant,#Microsoft lanza sitio oficial de #Skype http://t.co/pl3kPDla,,,,,,,
microsoft,irrelevant,irrelevant,Estava ali na #MICROSOFT tomando um cafezinho :D,,,,,,,
microsoft,irrelevant,irrelevant,#Microsoft en el futuro: #Kinect y su tecnolog??a avanzada http://t.co/JOVFeZRl,,,,,,,
microsoft,irrelevant,irrelevant,Steve Ballmer haalt uit naar #Android http://t.co/Zzp06KpZ Ironisch als je bedenkt dat #Microsoft goed aan Android verdient...,,,,,,,
microsoft,irrelevant,irrelevant,"Bij #Microsoft zijn ze echt niet goed snik, ik was blij dat mijn mobiel gejat werd omdat er windows op zat..  #jaloezie http://t.co/fd0THHCv",,,,,,,
microsoft,irrelevant,irrelevant,"Zeer enthousiaste reacties op bedrijfsbezoek aan #Microsoft voor de (interim) #secretaresse, dank Kelly en Brigitte voor de goede ontvangst!",,,,,,,
microsoft,irrelevant,irrelevant,Microsoft Research d??voile une interface futuriste avec Kinect | via @Xboxygen.com http://t.co/sRb0qLRA #Microsoft #MS #Kinect,,,,,,,
microsoft,irrelevant,irrelevant,Excel ???????????????????????`?????????????????????????????????????????????????????? #Microsoft #Office,,,,,,,
microsoft,irrelevant,irrelevant,#Novell w?rmt alten Rechtsstreit mit #Microsoft auf | ITespresso.de http://t.co/JBUyD6ou,,,,,,,
microsoft,irrelevant,irrelevant,#Microsoft presenta un teclado #touch sobre cualquier superficie  http://t.co/mU1FdIhF,,,,,,,
microsoft,irrelevant,irrelevant,RT @IEMPO: En el Curso BMT en #microsoft #mexico ... Para trabajar el modelo de negocios de @Axentit en la Nube,,,,,,,
microsoft,irrelevant,irrelevant,#Microsoft ???????????????????? ???????????????? ?????????????? ???????????????????? ?? #Windows #Phone #Mango http://t.co/1JqdUCjr,,,,,,,
microsoft,irrelevant,irrelevant,"RT @Startpack_ru: ???????????? ???? #Microsoft ???????????????????????? ?????????????????????????? #????????????????, ?????? ?????????? ?????????????????????????????? ?? #SystemCenter ?????????? ??????-?????????????? ...",,,,,,,
microsoft,irrelevant,irrelevant,#Smartsite prijsmodel voor #Microsoft #Azure cloud afgerond. Volgende week eerste site live in the cloud?,,,,,,,
microsoft,irrelevant,irrelevant,"#Job #ICT IT-Supporter/-in 50%: Universit?t Z??rich, Z??rich http://t.co/IzFSsjgo #Microsoft #IT",,,,,,,
microsoft,irrelevant,neutral,RT @NielsMoelard: Ik zoek een paar nieuwe collega's. Interesse? Kijk op onze site voor actuele #Microsoft #vacatures bit.ly/phUYrg RT =  ...,,,,,,,
microsoft,irrelevant,irrelevant,"Domani a #SMAU con #Microsoft si parla di HTML5, #Kinect SDK, #WebMatrix, Private #Cloud e ci sono i lab su #Azure, http://t.co/Et5Lw9uF",,,,,,,
microsoft,irrelevant,neutral,[News] Touchscreen auf allen Oberfl?chen... http://t.co/gpT4pTr0 #touchscreen #microsoft #omnitouch,,,,,,,
microsoft,irrelevant,irrelevant,http://t.co/sb8geEVB a?z?na s??maya geliyoruz #apple ve #microsoft,,,,,,,
microsoft,irrelevant,irrelevant,Reg??strate para asistir este 8 de noviembre al lanzamiento de #Microsoft Dynamics AX 2012 http://t.co/txHEoInE,,,,,,,
microsoft,irrelevant,irrelevant,No s?? que ser??a de mi sin Skype RT @GrupoTrevenque: #Skype ya es oficialmente parte de #Microsoft ?Utilizas es?? (cont) http://t.co/nhJxMcfJ,,,,,,,
microsoft,irrelevant,irrelevant,@LorPan87 non per nulla l'ha comprato la #microsoft...,,,,,,,
microsoft,irrelevant,irrelevant,"EIndelijk, #Google Ice Cream Sandwich. Goodbye #Microsoft and #Apple!",,,,,,,
microsoft,irrelevant,irrelevant,#Microsoft dir?? che #Google ha usato il brevetto dell'animazione del cerchio?! | Google Presentations New Version http://t.co/vmzshHUQ,,,,,,,
microsoft,irrelevant,irrelevant,Blog Kroker's Look @ IT: Der #Apple-Schock im PC-Markt - mit unerwartetem Potenzial f??r #Microsoft --&gt; http://t.co/29vCUgQz,,,,,,,
microsoft,irrelevant,irrelevant,#Microsoft portiert #Enterprise BI-Apps auf iOS und Android | ITespresso.de http://t.co/XUEPaaR2,,,,,,,
microsoft,irrelevant,irrelevant,RT @ShariPaul_Kofax: @tomcastiglia Great job today! Engaging presentations from @HersheyTech #Kofax and @Collabware  at the #Microsoft T ...,,,,,,,
microsoft,irrelevant,neutral,La d??mo de Dance Central 2 est disponible http://t.co/4iA3k1Ab #Microsoft #Xbox360 #jeux #demo,,,,,,,
microsoft,irrelevant,irrelevant,"#microsoft tablet ziet erg goed uit, wel 3 jaar te laat #adobeusergroup",,,,,,,
microsoft,irrelevant,irrelevant,#Microsoft lanza sitio oficial de #Skype http://t.co/zL951yca,,,,,,,
microsoft,irrelevant,irrelevant,Terminaux Windows 8 emp??chant d'installer Linux : la pol??mique enfle http://t.co/WIBbwi5t #Microsoft,,,,,,,
microsoft,irrelevant,irrelevant,"Una video intervista con la #Microsoft per il protagonista dell'innovazione sei tu"" :-) http://t.co/hIgNHuTR""",,,,,,,
microsoft,irrelevant,irrelevant,ff Account aan Microsoft Outlook toevoegen #microsoft,,,,,,,
microsoft,irrelevant,irrelevant,#Microsoft Infograf??a: 340 millones de PC usan un explorador obsoleto y est??n en riesgo http://t.co/0ScN623o ? @MicrosoftLatam,,,,,,,
microsoft,irrelevant,irrelevant,RT @BarbieGeek: #Wordperfect #Windows_95 #Microsoft Bill Gates llamado a declarar por un antiguo caso de monopolio contra Microsoft http ...,,,,,,,
microsoft,irrelevant,irrelevant,"Casa de herrero, cuchillo de palo!!!  http://t.co/xxtfy71a #DCE2005 #Microsoft &lt;= Como NO manejar errores!!! Link: http://t.co/89Cr2txm",,,,,,,
microsoft,irrelevant,irrelevant,"Ah, Steve Ballmer..! Altijd goed voor een fijn lachmomentje: http://t.co/zD14Sy6e #microsoft #iphone #mango #android #ios #apple #google",,,,,,,
microsoft,irrelevant,irrelevant,Pozdrowienia z sali A #mts2011 #Microsoft #surface obecnie  http://t.co/QfQkHAYd,,,,,,,
microsoft,irrelevant,irrelevant,Parece que hotmail is down #Microsoft,,,,,,,
microsoft,irrelevant,neutral,Microsoft Security Essential?????x???????????????????`????????????1.115.102.0 &gt; http://t.co/QuqPibic #Microsoft,,,,,,,
microsoft,irrelevant,irrelevant,Licentie vraag over #VMware #citrix #Microsoft #TrendMicro #Symantec #quest #Oracle #mcafee #desktopvirtualisatie #AppSense Ea @DataplusNL,,,,,,,
microsoft,irrelevant,irrelevant,#Tecnologia #Technology: La visi??n de #Microsoft Research sobre el control t??ctil de dispositivoshttp://t.co/ZXwmaTxn,,,,,,,
microsoft,irrelevant,irrelevant,???? ?????????? #microsoft ???? ???????????? http://t.co/C0MlLa07  ???????????? Facebook ???????????????? Facewbook,,,,,,,
microsoft,irrelevant,irrelevant,#TaskCentre XML Webservice Tool LinkedIn discussion. http://t.co/3GWw2CXU #SAPB1 #SalesLogix #Microsoft,,,,,,,
microsoft,irrelevant,irrelevant,RT @KbWorks: @gjdijkman gefelicteerd #microsoft #bizspark,,,,,,,
microsoft,irrelevant,irrelevant,"RT @Brittjje: Morgen maak ik bekend wie een WindowsPhone7.5 krijgt, is ook de laatste dag dat je live mijn telefoon ziet detelefoonvanbr ...",,,,,,,
microsoft,irrelevant,irrelevant,"Tomorrow a #IPv6 presentatie #NLUUG, #Microsoft dedication to #IPv6",,,,,,,
microsoft,irrelevant,irrelevant,Feliz por mi nombramiento #Microsoft Student Partner Nicaragua :D a trabajar por el desarrollo tecnol??gico de nuestra patria Nicaragua #fb,,,,,,,
microsoft,irrelevant,irrelevant,Un vistazo a Windows Server 8 http://t.co/BmcJLgDV #Microsoft,,,,,,,
microsoft,irrelevant,irrelevant,Estou com tanta d?? do windows phone... CHUPA ESSA #microsoft http://t.co/jkGFN9rr trem lindo de deus!!!! android 4.0,,,,,,,
microsoft,irrelevant,irrelevant,#Microsoft #Research y la Universidad #Carnegie #Mellon desarrollan  #OmniTouch basado en #Kinect http://t.co/y2QzUjM7 #fb,,,,,,,
microsoft,irrelevant,irrelevant,"booooa tarde, sai da aula da #microsoft e agora to aqui na @Escola_Saga ; D",,,,,,,
microsoft,irrelevant,irrelevant,RT??@JohanBlok: #Smartsite prijsmodel voor #Microsoft #Azure cloud afgerond. Volgende week eerste site live in the cloud??? #in,,,,,,,
microsoft,irrelevant,irrelevant,"rilasciata la CTP di Roslyn, l'API compiler as a service"" per C# e VB http://t.co/EfGDBBUW #microsoft #roslyn #ctp""",,,,,,,
microsoft,irrelevant,irrelevant,Quieres un buen antivirus para tu Compu? Aqu?? esta la soluci??n: http://t.co/lNmMiWaZ Antivirus de #Microsoft,,,,,,,
microsoft,irrelevant,irrelevant,3 Tricks f??r mehr Kontrolle ??ber #Microsoft #Windows 7 -http://j.mp/mSOETz #hack,,,,,,,
microsoft,irrelevant,irrelevant,"Schaue mir #WMI #Performance Counters auf #Deutsch an, und kriege #Schmerzen?? ICH WILL #SCHMERZENSGELD VON #MICROSOFT!!! #fail",,,,,,,
microsoft,irrelevant,irrelevant,"Il colpo di genio ?? stato iTunes non l'iPod in s??"". Quello che #Google e #Samsung non possono capire"," tanto meno #Microsoft #sapevatelo""",,,,,,
microsoft,irrelevant,neutral,?Piensas lanzar tu propio emprendimiento? #Microsoft te acerca los mejores recursos tecnol??gicos. http://t.co/EBswmyUi #SoloPensamosenTI,,,,,,,
microsoft,irrelevant,irrelevant,RT @IMPULSONEGOCIOS: #Microsoft convierte en t??ctil a cualquier superficie [VIDEO] http://t.co/RsXmVUxL,,,,,,,
microsoft,irrelevant,irrelevant,Die #Apple Story heute Abend in #DOK auf #SF1 war ziemlich beeindruckend R.I.P. #Stevejobs - doch wo w?re Apple heute ohne #Microsoft ?,,,,,,,
microsoft,irrelevant,irrelevant,#Noti #Bolivia :  #Microsoft lanza sitio oficial de #Skype http://t.co/V1WeJ6z6,,,,,,,
microsoft,irrelevant,irrelevant,#Microsoft en el futuro: Kinect y su tecnolog??a avanzada http://t.co/kjiGyuFr,,,,,,,
microsoft,irrelevant,irrelevant,#Microsoft: Jetzt wird jede Hand zum Touch-Screen http://t.co/46F2PM7v #OmniTouch,,,,,,,
microsoft,irrelevant,irrelevant,"Meest comfortabele Touch area voor tablets, volgens onderzoek #Microsoft #augnl 2thumbsUp http://t.co/ChwcvZLE",,,,,,,
microsoft,irrelevant,irrelevant,"MAGIX ##Web Designer, edici??n visual de p??ginas Web http://t.co/ycafF43r #microsoft #tecnologia",,,,,,,
microsoft,irrelevant,irrelevant,Microsoft Security Essential?????x???????????????????`????????????1.115.68.0 &gt; http://t.co/lZde20Vy #Microsoft,,,,,,,
microsoft,irrelevant,irrelevant,"OmniTouch, el nuevo invento de #Microsoft permitir?? usar un teclado en cualquier superficie.  http://t.co/Rf9moB8q",,,,,,,
microsoft,irrelevant,irrelevant,7 minutes to go!!http://t.co/VqueOskE #ebaymobile#ebay #office #mac #apple #microsoft #office,,,,,,,
microsoft,irrelevant,irrelevant,#Microsoft lanza sitio oficial de #Skype http://t.co/c3kGqpyR #JeryTecnologias #tecnolog??a,,,,,,,
microsoft,irrelevant,irrelevant,#Microsoft #OmniTouch: Convirtiendo cualquier superficie en una ??pantalla t??ctil?? http://t.co/7FvZ0IIq,,,,,,,
microsoft,irrelevant,irrelevant,"Zie ik net dat ik volgende week samen met twitterloze Karsten naar een #prospect in #Ridderkerk ga om te praten over, #Microsoft #licenties.",,,,,,,
microsoft,irrelevant,neutral,@akirareiko ?Viste que ya html5.com no es de #Apple sino de #Microsoft?,,,,,,,
microsoft,irrelevant,irrelevant,RT @ZiOu333: Et Sony se fait encore pirater !! C'est la f??te du slip chez eux. Faudrai peut-??tre acheter un pare-feu ?! #Sony Vive #Micr ...,,,,,,,
microsoft,irrelevant,irrelevant,"@mcastanedac ya qu??tale esa mugrera de #Microsoft OS. Vamos a dejarla limpia y andando, aprovecha el nuevo #Ubuntu que jala hasta en cels :)",,,,,,,
microsoft,irrelevant,irrelevant,RT @newsgrape_de: 3 Tricks f??r mehr Kontrolle ??ber #Microsoft #Windows 7 -http://j.mp/mSOETz #hack,,,,,,,
microsoft,irrelevant,irrelevant,RT @alligatore: #microsoft intervista #vivido sul #cloud http://t.co/ky65puA2,,,,,,,
microsoft,irrelevant,irrelevant,"RT @cynblackstone: Zeer enthousiaste reacties op bedrijfsbezoek aan #Microsoft voor de (interim) #secretaresse, dank Kelly en Brigitte v ...",,,,,,,
microsoft,irrelevant,neutral,RT @slashdotjp: http://t.co/zK1dtFiS #?????????????? #microsoft Microsoft??Skype ???I????????,,,,,,,
microsoft,irrelevant,irrelevant,RT @cmaneu: #stage #Toulouse #Microsoft #net #SuperBo?te #Win8 #geeks = http://t.co/kWfptH4P (Please RT ;),,,,,,,
microsoft,irrelevant,irrelevant,"epic! #microsoft ich dachte echt, das kann doch nur fake sein! ^^ http://t.co/T4vXmNO7",,,,,,,
microsoft,irrelevant,irrelevant,CEO Microsoft: Kami Beruntung Tak Akuisisi Yahoo http://t.co/Viy6W6Z0  #Microsoft,,,,,,,
microsoft,irrelevant,irrelevant,Two more hours for SALE!!http://t.co/VqueOskE #ebaymobile #ebay #sale #mac #office #microsoft #apple #2011 #original #new,,,,,,,
microsoft,irrelevant,irrelevant,RT @hectorsm: Qu?? prioridades tenemos como Pais? Plan Nacional: http://t.co/paeNlAnn #in #microsoft,,,,,,,
microsoft,irrelevant,irrelevant,#Noticias : #Microsoft lanza sitio oficial de #Skype http://t.co/v5fAsqId,,,,,,,
microsoft,irrelevant,irrelevant,"Cette ann??e encore, #Microsoft remporte le prix du meilleur Service Client 2012 http://t.co/vWHpxkVP",,,,,,,
microsoft,irrelevant,irrelevant,"Leuk, ik ontving net een mooi boeket bloemen thuis van #Microsoft, als dank voor mijn bijdrage en waardevolle input. #CareToShareKnowledge",,,,,,,
microsoft,irrelevant,irrelevant,Steve (#Microsoft) haalt uit naar #Android http://t.co/nqMvktse,,,,,,,
microsoft,irrelevant,irrelevant,BREKEND: #Microsoft en #Linux nu beiden in de aanbieding!  http://t.co/oyeqR80p,,,,,,,
microsoft,irrelevant,irrelevant,#Microsoft lanza sitio oficial de #Skype http://t.co/FZeM9Na4,,,,,,,
microsoft,irrelevant,neutral,"Wie ist es #Apple gelungen, seinen gr??ten Rivalen #Microsoft endg??ltig abzuh?ngen? Der @guardian erkl?rt's http://t.co/yE6lT3Bo (CvD)",,,,,,,
microsoft,irrelevant,irrelevant,#Oferta #Empleo Product Manager de Soluciones #IT http://t.co/xfZicBqO #trabajo #marketing #microsoft,,,,,,,
microsoft,irrelevant,positive,Un pa$o m??s y @3devBC ser?? el primer #Microsoft Partner Gold en Application Lifecycle Management #ALM del pa??s :) #WIN,,,,,,,
microsoft,irrelevant,irrelevant,"D??mo, cr??ation d'un cluster par @GaelDuhamel #VAD #Microsoft #VisualStudio #DataMining http://t.co/M5eqlqUA",,,,,,,
microsoft,irrelevant,irrelevant,Lets play a game http://t.co/3qNIv3Nx #ie #microsoft #useragent #yourbrowsermatters @radiotux @webstandardat @heiseonline @ChrisZwitschert,,,,,,,
microsoft,irrelevant,irrelevant,Web 2.0 Summit: Ballmer habl?? sobre Windows Phone y sus competidores http://t.co/dCOh8vfp #eventos #microsoft,,,,,,,
microsoft,irrelevant,irrelevant,NAVIGE in TerDege Nieuw 17 opgenomen in rubriek Personalia en Bedrijven als zelfstandig ondernemer #Microsoft #Dynamics??http://t.co/TAILFVUV,,,,,,,
microsoft,irrelevant,irrelevant,#grantthornton geeft gouden tips #verkoop #onderneming. Ook workshops #philips #nobel #rabobank #microsoft #port4growth http://t.co/sfciksak,,,,,,,
microsoft,irrelevant,irrelevant,RT @MichaelKroker: Kroker's Look @ IT: Der #Apple-Schock im PC-Markt - mit unerwartetem Potenzial f??r #Microsoft --&gt; http://t.co/29vCUgQz,,,,,,,
microsoft,irrelevant,neutral,#Microsoft #Silverlight v4.0.60831 &amp; v5.0.60818 RC | fanSte.nl http://t.co/b4IRd1qa via @pryourblog,,,,,,,
microsoft,irrelevant,neutral,[HighTech] Microsoft PocketTouch - Multitouch Atrav??s de Tecido http://t.co/eLqI5VAB #touch #pockettouch #microsoft,,,,,,,
microsoft,irrelevant,neutral,#Microsoft: Una pantalla t??ctil al alcance de tu mano. http://t.co/kUAfBenM,,,,,,,
microsoft,irrelevant,neutral,RT @codebit_org: #Microsoft convierte en t??ctil a cualquier superficie [ #VIDEO ] http://t.co/mKNOVBUS,,,,,,,
microsoft,irrelevant,irrelevant,"#Alunos, vcs podem baixar a vers?o de avalia??o do #Windows7 #Enterprise, de gra?a, diretamente da #Microsoft...Vejam - http://t.co/1rXnEpYl",,,,,,,
microsoft,irrelevant,irrelevant,#Windows 8: #Microsoft schafft den Startbildschirm ab... http://t.co/06vsmKdm,,,,,,,
microsoft,irrelevant,irrelevant,Plan Carrera #microsoft technical:Certificaci??n desarrollador y dise?ador apps empresariales #visualstudio2010 http://t.co/cVd2b2Rz Gratuito,,,,,,,
microsoft,irrelevant,irrelevant,Estudio: Microsoft vende m??s http://t.co/1VfC5PH1 #microsoft #tecnologia #tic #IT,,,,,,,
microsoft,irrelevant,irrelevant,Gibt es nun auch Sicherheitsl??cken bei #Microsoft? Mehrere Seiten berichten ??ber gehackte Xbox-Live-Accounts: http://t.co/4GZ6fVkU #xbox,,,,,,,
microsoft,irrelevant,positive,@torbenleuschner die haben was an der Waffel #ie #microsoft #wunschdenken,,,,,,,
microsoft,irrelevant,irrelevant,Vous me demandiez comment obtenir une #certification #Virtualisation Serveur #Microsoft ? Si vous avez des questions - http://t.co/fC5LFiCL,,,,,,,
microsoft,irrelevant,irrelevant,#Microsoft d??taille la recherche au sein du Start Screen http://t.co/ZaElukM1,,,,,,,
microsoft,irrelevant,neutral,Bill Gates llamado a declarar por un antiguo caso de... http://t.co/wFrUi1nN #Wordperfect #Windows_95 #Microsoft #Novell #Bill_Gates,,,,,,,
microsoft,irrelevant,irrelevant,#Microsoft ofrece un sistema de #codificaci??n #MicrosoftTag http://t.co/jojh48Lg,,,,,,,
microsoft,irrelevant,irrelevant,#SPOED! Op zoek naar een #Support #Engineer!  #HBO #Microsoft #sharepoint #SQL! Ben jij analytisch/klantgerich?? (cont) http://t.co/RCaS7Kph,,,,,,,
microsoft,irrelevant,positive,"RT @SPIEGELONLINE: Wie ist es #Apple gelungen, seinen gr??ten Rivalen #Microsoft endg??ltig abzuh?ngen? Der @guardian erkl?rt's http://t. ...",,,,,,,
microsoft,irrelevant,positive,Official plush Portal turrets deploying this December http://t.co/M7h8Orkc #mac #microsoft #pc #playstation,,,,,,,
microsoft,irrelevant,neutral,"RT @AslanMarine: Vous voulez la une de LNT ? La nouvelle tribune de demain 20/10/11: #intikhabates, #PJD, #PPS, #MoroccoMall , #Boeing , ...",,,,,,,
microsoft,irrelevant,irrelevant,"Necesito editar un archivo y no puedo, soluci??n #Microsoft, no lo edites que estupides",,,,,,,
microsoft,irrelevant,neutral,Conector de redes sociales de #Microsoft #Outlook  http://t.co/BPgPq45t,,,,,,,
microsoft,irrelevant,neutral,"???????????? ???? #Microsoft ???????????????????????? ?????????????????????????? #????????????????, ?????? ?????????? ?????????????????????????????? ?? #SystemCenter ?????????? ??????-??????????????. http://t.co/ZwDHUK2W",,,,,,,
microsoft,irrelevant,irrelevant,Prototipo #Microsoft que convierte cualquier superficie en t??ctil.. asombroso... http://t.co/MltAwZA0,,,,,,,
microsoft,irrelevant,irrelevant,No pierdan la oportunidad de registrarse al evento gratuito de Lanzamiento de #Microsoft #Dynamics #AX2012 reg??strese: http://t.co/G2SNZEvE,,,,,,,
microsoft,negative,irrelevant,#Microsoft arrogance again - Ballmer says you need to be a computer scientist to use #Android http://t.co/pltitgeI,,,,,,,
microsoft,negative,irrelevant,"@Anas_Monaffal LOL , i do both .. and for sure #Microsoft #DotNet is perfect, simple o ay 7aja ;) .. but sorry I HATE WINDOWS PHONES :P",,,,,,,
microsoft,negative,irrelevant,#WindowsPhone7 would get a lot more blog and review love if #Microsoft provided a tool to grab screenshots. It's nearly impossible #wpt,,,,,,,
microsoft,negative,neutral,"Dear #Microsoft, I should only have to hit the Windows update button *once* when manually running updates, not 4 or 5 times. #sysadmin",,,,,,,
microsoft,negative,irrelevant,"#Nokia workers ask, is chief executive a #Microsoft mole? http://t.co/lWJP9GiU",,,,,,,
microsoft,negative,irrelevant,Is #Nokia chief executive a #Microsoft mole? http://t.co/jkOTcrMbStephen Elop accused of destroying Nokia so Microsoft can buy it cheap.,,,,,,,
microsoft,negative,irrelevant,? @mariospr: Stand up for your freedom to install free software. Please sign up! http://t.co/YOOTfKTM #gnu #against #microsoft,,,,,,,
microsoft,negative,irrelevant,"#BOFH excuse #447: According to #Microsoft, it's by design | #IFollowBack #Instantly",,,,,,,
microsoft,negative,positive,"After I don't know how many years, you still can't copy a #microsoft #word document headings to #powerpoint. #justsaying",,,,,,,
microsoft,negative,neutral,#microsoft fail #notresponding for fcucks sake  http://t.co/lCXa9q8P,,,,,,,
microsoft,negative,neutral,#microsoft update is so slow  :(( http://t.co/37IGhGic,,,,,,,
microsoft,negative,irrelevant,"http://t.co/zBLtZ5MW German Federal #Trojan's got a BigBrother. #Gov spying on its people, #Microsoft's 32bit/64bit #Windows is target",,,,,,,
microsoft,negative,irrelevant,Internet Explorer 9 is the biggest pile of shit ever seriously #Microsoft #IE9,,,,,,,
microsoft,negative,irrelevant,"Unmindful Ballmer, collects half a billion, doesn't say thank you.  http://t.co/lwtpXejo #android #google #microsoft",,,,,,,
microsoft,negative,irrelevant,#Update #Microsoft MS11-078 - Critical : Vulnerability in .NET Framework and Microsoft Silverlight Could Allow R... http://t.co/izO0WUNt,,,,,,,
microsoft,negative,neutral,"#microsoft still didn't managed access to #metro apps on older"" netbooks. #win8 #resolution""",,,,,,,
microsoft,negative,irrelevant,"Yeh behatreen samay hay parivar honeka"" says the #microsoft #ad in hindi. Preaching family values to indians? Get a local ad agency guys""",,,,,,,
microsoft,negative,neutral,#Microsoft Lync crash issue on #Mac OS X 10.7.2 [Fixed] - http://t.co/rzucFejc,,,,,,,
microsoft,negative,neutral,[WebProNews Finance] #Yahoo Revenue Drop Attributed to #Microsoft Deal http://t.co/EOrOSstX,,,,,,,
microsoft,negative,irrelevant,Great time to be a family? #Microsoft #advertising enrages me. Again. http://t.co/pYT7vKRP,,,,,,,
microsoft,negative,irrelevant,"RT @Saptha: When u dine with a customer u shoukd never explain abt solutions unless he ask , M$ never lean the concept #microsoft #fail",,,,,,,
microsoft,negative,irrelevant,How #Apple eclipsed #Microsoft http://t.co/1fH0dFGj from @guardian,,,,,,,
microsoft,negative,irrelevant,"So let me get this straight, #microsoft makes windows phone, microsoft owns skype but there's no #skype app for windows phone.",,,,,,,
microsoft,negative,neutral,Ouch!!! #Microsoft #Azure #fail http://t.co/LJpGVZJT,,,,,,,
microsoft,negative,positive,RT @anup_pillai: How #Apple eclipsed #Microsoft | http://t.co/r6hNEtTu,,,,,,,
microsoft,negative,irrelevant,I would be a lot happier if #Microsoft Word didn't freeze every 5 minutes.,,,,,,,
microsoft,negative,negative,"#Google Apps vs. #Microsoft #Office 365: it is clear that Google Apps should be the top choice"" http://t.co/KDTD4zRe""",,,,,,,
microsoft,negative,neutral,#Microsoft Lync crash issue on #Mac OS X 10.7.2 [Fixed] - http://t.co/YZhCdgFP,,,,,,,
microsoft,negative,irrelevant,"If #Apple came out with gaming console (ala Xbox 360) that blew the current players out of water, #Microsoft and #Sony would be in trouble",,,,,,,
microsoft,negative,neutral,#Microsoft licensing process is annoying !!!,,,,,,,
microsoft,negative,irrelevant,"#Microsoft, #Adobe lose $13.5bn to piracy: Report http://t.co/x4yWfNSV",,,,,,,
microsoft,negative,irrelevant,How #Apple eclipsed #Microsoft http://t.co/KxboqsKj,,,,,,,
microsoft,negative,irrelevant,"RT @amarsanghera The fact that #Microsoft are using a #QRCode alongside one of their colour code shows the format is failing, opinions??",,,,,,,
microsoft,negative,irrelevant,#microsoft #SBS 2011 disabling third party software #updates via #gpo,,,,,,,
microsoft,neutral,irrelevant,"#Microsoft CEO Steve Ballmer on Not Buying Yahoo: ??Sometimes, You??re Lucky?? &lt;http://t.co/rcml9XQR&gt;",,,,,,,
microsoft,neutral,neutral,#stage #Toulouse #Microsoft #net #SuperBo?te #Win8 #geeks = http://t.co/7UHSLQII (Please RT ;),,,,,,,
microsoft,neutral,irrelevant,Project Greenwich 2 be released by #Microsoft Research lets people curate their own personal history http://t.co/ocre5FwU,,,,,,,
microsoft,neutral,neutral,RT @PacktEnterprise: Book Published! #Microsoft #SharePoint 2010 Power User Cookbook: http://t.co/A8ZqMpYP @spmentor http://t.co/v0mO0VkQ,,,,,,,
microsoft,neutral,neutral,#Microsoft Natural #Ergonomic #Keyboard 4000 Review http://t.co/blz7dtsy,,,,,,,
microsoft,neutral,irrelevant,Print Ads Dead ? Not with #Microsoft #TAG on your ad learn more here - http://t.co/vfZRTkaa,,,,,,,
microsoft,neutral,irrelevant,RT @Maven_Infosoft: #Patent Wars: #Google vs. #Samsung vs. #Apple vs. #Motorola vs. #Microsoft vs. #Oracle -  http://t.co/PjxURwrp,,,,,,,
microsoft,neutral,neutral,"Apple?? cash balance = $75.9 billion, surpassing the total operating balance of the U.S. government  #rich #apple #google #microsoft  #money",,,,,,,
microsoft,neutral,neutral,@WesleyBackelant Indeed I survived #sqlpass #sqlkilt and a couple of vendor evenings :-)  I spared #sqlkaraoke my great voice :-) #microsoft,,,,,,,
microsoft,neutral,irrelevant,@tomcastiglia and @sharepointony now presenting on #SharePoint upgrade planning at our #SharePoint ECM Summit at the #Microsoft Tech Center,,,,,,,
microsoft,neutral,irrelevant,"#Microsoft ??s new ??great to be a family?? #adverts begin to air, including #Office2010 #Windows7 and #WP7.http://t.co/L5J2UEEQ@winrumors",,,,,,,
microsoft,neutral,irrelevant,Hm... Can't decide if I should like it or not... #Microsoft #OmniTouch  http://t.co/k074N0z2,,,,,,,
microsoft,neutral,irrelevant,#Microsoft #Wireless #Keyboard 3000 Review http://t.co/C4GOy04V #wirelesskeyboardandmouse #mousecombos,,,,,,,
microsoft,neutral,positive,Steve Ballmer people need to be computer scientists to figure out how to use #Android phones | @Telegraph http://t.co/B5X0SDgp #Microsoft,,,,,,,
microsoft,neutral,irrelevant,Microsoft Announces Interactive TV For Children??s Games & Story Books #Xbox #Microsoft #family #fb http://t.co/BOCzCmbg,,,,,,,
microsoft,neutral,irrelevant,RT @bcopher: Anyone know where I can get a free trial of #microsoft #frontpage for #mac?,,,,,,,
microsoft,neutral,irrelevant,http://t.co/VgMYdlDS found article on  http://t.co/UAWHbOLz  Fake #Microsoft scammers lure users into #granting remote access to PCs,,,,,,,
microsoft,neutral,irrelevant,I'm nowhere near to be a scientst but thks to Steve Balmer 4 declarng me a scientst. Been using #Android frm last 3yrs. #Microsoft #Google,,,,,,,
microsoft,neutral,neutral,Jet Car Stunts Xbox Live game for Windows Phone released http://t.co/O3hYxBxh #wp7 #xbox #microsoft,,,,,,,
microsoft,neutral,irrelevant,"#Job #ICT System Engineer (m/w): planova human capital ag, Luzern http://t.co/2PJo4Dqr #Microsoft #IT",,,,,,,
microsoft,neutral,irrelevant,#Windows8 #Microsoft please implement a UAC prompt when a non elevated process drops on elevated process instead of failing silently.,,,,,,,
microsoft,neutral,neutral,"DPR Client: @EvolveTech partnering with #Microsoft on #Office 365 webinar Tuesday, Nov. 1, at 10 a.m. ET. Sign up! http://t.co/hnrzdFk5",,,,,,,
