Topic,Sentiment,Tweet
microsoft,irrelevant,"Database sizing #Microsoft #SharePoint 2010 #VMware #VMworld http://t.co/ZcdTjyrp"
microsoft,irrelevant,"RT @VentureBeat: #Ballmer: \u201cWe\u2019ve picked our play\u201d in #social with #Skype deal http://t.co/03IHBOgj #microsoft #xbox #in"
microsoft,irrelevant,"M10135 Microsoft Course. RRP \u00a31640 + VAT. Our Price = \u00a31148 + VAT http://t.co/vOTLSnfX #ittraining #microsoft"
microsoft,positive,"@amaboura the entreprise version of #Microsoft #office365 is not available yet in #Algeria i guess"
microsoft,irrelevant,"#Microsoft Takes a Shot at the #Wii in Their Newest #DanceCentral 2 Ad [Video] http://t.co/A8tlwr3o #Kinect #games"
microsoft,irrelevant,"""@WonderLaura"
microsoft,irrelevant,"#VisualStudio 11 Developer Preview Training Kit released: start learning - http://t.co/d6meZBZv #Microsoft"
microsoft,irrelevant,"How to oranise and sort your emails with the categories feature in #Microsoft #Outlook - http://t.co/NSpqbzFZ"
microsoft,irrelevant,"#Microsoft Announces New \u201cPlayful Learning\u201d Titles - Wired News : http://t.co/nN8oietT #av"
microsoft,positive,"Ballmer Feels Lucky Microsoft Didn't Buy Yahoo in 2008 http://t.co/MK8pv0TN #gdapps #ballmer #microsoft #yahoo"
microsoft,positive,"#Microsoft chief admits lucky escape from buying Yahoo! http://t.co/xOqL8Wqh"
microsoft,irrelevant,"""#HEUTE - #Microsoft #Office #2010 Home & Student Product Key Card [1 User] - statt 149\u20ac nur 89"
microsoft,irrelevant,"""RT @mattimooz: I'm at #microsoft and been served #cake for lunch"
microsoft,irrelevant,"""#HEUTE - #Microsoft #Office #2010 Home & Student Product Key Card [1 User] - statt 149\u20ac nur 89"
microsoft,positive,"#Microsoft #Cloud Getting Physical with Virtual Servers: Q. Is it important that Windows Server and Microso... http://t.co/n8ky79pQ #TCN"
microsoft,irrelevant,"""Build once"
microsoft,irrelevant,"@cloudnewsindia New Version of #Cloud InTune is Available: Posted on #Windows 7 News...#Microsoft has just released..http://bit.ly/pY0hlZ"
microsoft,irrelevant,"There is a chance? #Microsoft and #Mobile http://t.co/p4ChgGwg"
microsoft,irrelevant,"""#Job #ICT System Administrator Windows: GSI Consultants"
microsoft,irrelevant,"RT @qmatteoq: Leaving for #smau : I'll be at the #Microsoft stand as a trainer for the #wpdev labs. Meet me there!"
microsoft,irrelevant,"Just walked in the door of the #Microsoft #kenyaopendoor conference..."
microsoft,irrelevant,"A New Landscape for Retail Banking: New report from #Efma with #Microsoft http://t.co/2XNz3F9C"
microsoft,irrelevant,"Windows 7 Roadmap = #Windows #8 Roadmap: M3 final 6.1.6801 (7) and 6.2.8102 (8). #Beta at #CES? :O #Microsoft"
microsoft,negative,"Big Data and the Cloud - More Hype or a Real Workload? http://t.co/WA0bP7Mx #azure #hpc #microsoft"
microsoft,positive,"#Microsoft acquisition of #Skype has closed. http://t.co/Vbr0CPKr Will it be integrated this with #technology like #Exchange and #Outlook?"
microsoft,irrelevant,"Novidade #Microsoft: RT @Cibereconomia: This New Microsoft Technology Turns Anything Into A Touchscreen (MSFT) http://t.co/yqh20Z0u"
microsoft,irrelevant,"""#Infosys"
microsoft,negative,"#Microsoft's Steve Ballmer attacks #Android phones http://t.co/cuoW78du"
microsoft,irrelevant,"RT @guardiantech: #Microsoft Kinect brings 'playful learning' to the Xbox 360 http://t.co/ys79quRD #Gaming"
microsoft,irrelevant,"#OmniTouch #Microsoft  http://t.co/qwk0YUrH via @youtube"
microsoft,irrelevant,"Get #Microsoft #http://t.co/TMUrucvW certified now!! http://t.co/3Qr7XoCy"
microsoft,irrelevant,"""#Microsoft CEO #Steve_Ballmer on Not Buying #Yahoo: \u201cSometimes"
microsoft,positive,"#Microsoft idea: Search the Internet like a celebrity (Todd Bishop/GeekWire) http://t.co/WhROX8KA"
microsoft,irrelevant,"\u25ba #Job #IT #Projekt #Management #Microsoft  | Projekt f\u00fcr Freelancer: Programm Manager (m/w) in Berlin \u00bb http://t.co/MO4jtpTL"
microsoft,irrelevant,"thinking thinking thinking thinking #dotnet #asp #microsoft"
microsoft,irrelevant,"Creating #Pareto charts using #Microsoft #Excel http://t.co/B59lPyCS"
microsoft,irrelevant,"#Microsoft Changes The Yet Known# Design of #Windows Eight http://t.co/EGa3wrr4"
microsoft,irrelevant,"#Google sets alternative to #Microsoft http://t.co/EqAzzbcz"
microsoft,irrelevant,"Watch short video on #Microsoft #Lync End User Adoption. A practical solution for users http://t.co/Qpk5DHEn #ITPro #UCOMS #OCS #WhyMSFT"
microsoft,negative,"Funny #BillGates #Aprons w/Google #1 ranked #LTCartoon \u201cGot #Microsoft\u201c? http://t.co/DRvKSVF6 #humor #foodie #microsoft"
microsoft,negative,"Windows Phone Tango and Apollo rumors suggest new screen specs\n#microsoft #wp7"
microsoft,irrelevant,"""Steve Ballmer"
microsoft,irrelevant,"#Kinect -projector makes all surfaces touchscreen #ar #touch #microsoft #xbox360 #gaming #games  http://t.co/67CMvCki"
microsoft,negative,"Windows Phone Tango and Apollo rumors suggest new screen specs http://t.co/8X30jQAH #microsoft #windows"
microsoft,negative,"""#Microsoft #Cloud Windows Intune: Microsoft Offers Cloud Partners New Incentive ...: ... calendar year"
microsoft,irrelevant,"RT @joaoluisc: This New Microsoft Technology Turns Anything Into A Touchscreen (MSFT) http://t.co/Qcih8fjg #apple #microsoft"
microsoft,irrelevant,"#Microsoft #SCVMM #2012- Session by @virtualfat - all u need to know about the new 2012 version. #e2evc Register http://t.co/eZBtVm9Z"
microsoft,irrelevant,"This New Microsoft Technology Turns Anything Into A Touchscreen (MSFT) http://t.co/Qcih8fjg #apple #microsoft"
microsoft,irrelevant,"... and we were just told what a #microsoft minute is: it is 95 sconds + 1 second which is from 1 to 10 minutes. :)"
microsoft,irrelevant,"""SeNews : Ballmer: 70% Of The Time"
microsoft,irrelevant,"SeNews : Ballmer on not buying Yahoo: 'Sometimes you're lucky' #Microsoft #Yahoo : http://t.co/E0kvSTj4"
microsoft,irrelevant,"RT @InternetBH: #Microsoft shows 'touch screen' for any surface\n\nhttp://t.co/rT9g3pUH"
microsoft,neutral,"Find & give information about software bugs & help improve #Microsoft products. Apply to become a #Beta Tester http://t.co/OSWEfixz #ITPro"
microsoft,neutral,"Cerulean is the most advanced ERP cloud for hosted dynamics #microsoft #dynamics - http://t.co/4J53yJwd"
microsoft,irrelevant,"RT @Pocketlint: Ballmer on Nokia: Really looking forward to bunch of new devices next week http://t.co/xjUwssZs #wp7 #nokia #Microsoft"
microsoft,irrelevant,"""Rumor: New screen sizes"
microsoft,negative,"#Teamfollowback #Microsoft investigating Windows Phone Mango Zune freezing problems"
microsoft,irrelevant,"Check this video out -- OmniTouch - Demo Video #Microsoft demonstrates touch screen for any surface http://t.co/NL9E08Q7"
microsoft,irrelevant,"OmniTouch from #Microsoft makes every surface a #Touchscreen | #gadgets http://t.co/sSUrPnve"
microsoft,irrelevant,"""we are authorized test center PJ"
microsoft,irrelevant,"ToWhat technological extensivity #Microsoft willProvide the #CloudComputing ? Thanks #MS for Bein aPart ofMy generation http://t.co/bsnbAhBp"
microsoft,irrelevant,"#Microsoft anuncia SQL Server ODBC Driver para Linux! http://t.co/kDbNjYyB  #MS #Linux #Opensource #SQL #Softwarelibre"
microsoft,irrelevant,"#Teamfollowback Microsoft Q1 2012 earnings results due on Thursday #microsoft"
microsoft,positive,"Congratulations to Softline Pastel (@SageGroupZA) for winning #ISV of the Year at #Microsoft #partnersummit"
microsoft,irrelevant,"Vincent Mugambi #Microsoft takes us through #WP app"
microsoft,negative,"#Microsoft #Cloud Infosys kicks off its cloud drive with Microsoft partnership: Infosys has accelerated its... http://t.co/utU4mwjK #TCN"
microsoft,irrelevant,"""Omni Touch Screen System: going beyond the \""""touch screens\"""" http://t.co/SH2fCwuS  #Featured #Tech&amp;Gadgets #Microsoft #Omnitouch"""
microsoft,positive,"Pinball FX2 offers free 'Paranormal' table starting next Wednesday http://t.co/vYXqUbJg #microsoft #pinball_fx_2"
microsoft,irrelevant,"""RT @NeowinFeed: Rumor: New screen sizes"
microsoft,negative,"#Microsoft's Steve Ballmer attacks #Android phones - #Telegraph http://t.co/EvkkeA8l via @Telegraph"
microsoft,irrelevant,"RT @FierceCIO: What happens to #Skype now that it is officially #Microsoft's? http://t.co/9FzSH0RY $MSFT"
microsoft,neutral,"Any #Microsoft trainers in Oxfordshire who offer free training to local charities? Unfortunately out of my catchment area @Makethatlink"
microsoft,irrelevant,"Windows Phone Tango and Apollo to have new screen resolutions? http://t.co/KJwugoM3 #WP7 #Microsoft"
microsoft,positive,"""wasn't impressed with the #iPhone4S and now not impressed with the #GalaxyNexus"
microsoft,positive,"RT @rinconindia: #OpenText #Alchemy Client programs are now compatible with #Microsoft #Office #2007."
microsoft,irrelevant,"""#Microsoft CEO Steve Ballmer on Not Buying #Yahoo : \u201cSometimes"
microsoft,irrelevant,"#Microsoft excludes tablets from its holiday advertising push http://t.co/kPslZjFC"
microsoft,irrelevant,"""The debate is"
microsoft,irrelevant,"#Microsoft #LifeCam NX-3000 #Webcam (Gray) Review http://t.co/zJMHBPH7 #nx3000 #laptopwebcam #notebooks #laptop"
microsoft,negative,"""@siobhancoda is your anti virus isn't just a 90 day trial"
microsoft,negative,"""Microsoft CEO says company got \""""lucky\"""" when Yahoo deal fell apart #microsoft #steveballmer http://t.co/8fxt1ef8 #microsoft"""
microsoft,irrelevant,"""Now I that i know god exists"
microsoft,irrelevant,"#Microsoft excludes #tablets from its holiday advertising push http://t.co/QlArpUaT"
microsoft,positive,"#Intervate wins the portals and collaboration partner of the year 2011 #Microsoft #techedafrica"
microsoft,irrelevant,"RT @InternetBH: Microsoft finalises Skype deal - IT Business - News & Features - http://t.co/F9b14RY3: http://t.co/275l0zay #skype #Micr ..."
microsoft,negative,"""RT @NeowinFeed: Microsoft CEO says company got \""""lucky\"""" when Yahoo deal fell apart #microsoft #steveballmer http://t.co/l5uNInSW #neowin"""
microsoft,negative,"""Microsoft CEO says company got \""""lucky\"""" when Yahoo deal fell apart #microsoft #steveballmer http://t.co/l5uNInSW #neowin"""
microsoft,positive,"#Ballmer says that #Microsoft dodged a bullet when it failed to acquire #Yahoo in 2008 | Wish 1 of my ex-employers was lucky like that 2"
microsoft,positive,"""Ballmer Feels Lucky Microsoft Didn't Buy Yahoo in 2008"
microsoft,irrelevant,"RT @ShawnWildermuth: OMFG: http://t.co/Rit4WJq3 #gates #ballmer #nightAtTheRoxbury #microsoft"
microsoft,negative,"@mdhughes I have the strangest feeling we've done this exact thing before. #arial #microsoft"
microsoft,irrelevant,"#microsoft #3Q (or 1Q12) #conferencecall 10/20/11 http://t.co/zm9Dye63"
microsoft,irrelevant,"RT @SQLServer: #Microsoft made many announcements at #SQLPass Summit. Read the blog post for a recap: http://t.co/KSgglnDC #sqlserver #s ..."
microsoft,positive,"#Microsoft excludes tablets from its holiday advertising #push: Fresh details of Microsoft\u2019s\u2026 http://t.co/SXFPd9Xj"
microsoft,neutral,"Ballmer On Not Buying #Yahoo: \u201cSometimes You\u2019re Lucky\u201d http://t.co/7ButjnVO &gt; most interesting part = nascent #Microsoft cloud leadership"
microsoft,irrelevant,"#MIcrosoft Launches Reseller RewardHub for Resllers http://t.co/scPUl9Yz"
microsoft,irrelevant,"Cyclone II 1.0.2 http://t.co/n6LR23KJ #c++ #microsoft #music"
microsoft,irrelevant,"""Coursey"
microsoft,irrelevant,"#Patent Wars: #Google vs. #Samsung vs. #Apple vs. #Motorola vs. #Microsoft vs. #Oracle -  http://t.co/PjxURwrp"
microsoft,positive,"@ParadoxicalMike yes... our is under lock and key... we are guarded by the mighty #Microsoft.... unlike #google with it's androids"
microsoft,irrelevant,"Should #Microsoft and #Google design their software for mobile devices with two screens?"
microsoft,irrelevant,"RT @neon_ness: Yahoo Profit Drops 26 Per Cent! http://t.co/Jd3X8SGM #yahoo #microsoft"
microsoft,positive,"Microsoft adCenter Promo Code \u2013 Free $25 credit http://t.co/XwC7xvK8 #webhostingcoupon #adcenter #code #credit #free #microsoft #promo"
microsoft,irrelevant,"Yahoo Profit Drops 26 Per Cent! http://t.co/7AdG1Hss #yahoo #microsoft"
microsoft,irrelevant,"Yahoo Profit Drops 26 Per Cent! http://t.co/Jd3X8SGM #yahoo #microsoft"
microsoft,irrelevant,"Microsoft CEO on not http://t.co/veCmSAHQ #Buying #Lucky #Microsoft"
microsoft,irrelevant,"#Reviora can host #Microsoft #Dynamics #SL #MSDYNERP - http://t.co/WFoopX1Y"
microsoft,irrelevant,"CEO Ballmer's (non)answer on whether Microsoft will build its own Windows Phone #Ballmer #Microsoft #fb http://t.co/9GuMpF8V"
microsoft,irrelevant,"#Apple vs #Microsoft: Two Opposite Approaches to Building an OS http://t.co/ZAMoDZ9O #Windows8 #OSX #iOS5"
microsoft,irrelevant,"""#Microsoft CEO Steve Ballmer on Not #Buying #Yahoo: \u201cSometimes"
microsoft,irrelevant,"""#Microsoft CEO Steve Ballmer on Not Buying #Yahoo: \u201cSometimes"
microsoft,irrelevant,"#Microsoft Office v. X for Mac [Old Version] Review: Computer Software Plus  Education Computer Software Sales http://t.co/4GdWlnNM"
microsoft,irrelevant,"""Everything Can Be A Digital Surface Now"
microsoft,negative,"@ShawnWildermuth  #gates #ballmer #nightAtTheRoxbury #microsoft That is so wild!"
microsoft,irrelevant,"Everything Can Be A Digital ... http://t.co/fG0wfyWl #microsoft #carnegiemellon"
microsoft,irrelevant,"RT @GP_Jman852: Hello New Followers! Reminder: 1000 followers = a 4000 #Microsoft point #Giveaway! #Xbox360 #XBL #XBLA #MW3 #COD RETWEET!"
microsoft,irrelevant,"""#Buffalo"
microsoft,irrelevant,"""In terms of unified communications giants"
microsoft,positive,"#Microsoft dishing out free first-gen WP7 handsets at its stores http://t.co/cvfWMvmO"
microsoft,irrelevant,"""Will watch this one with interest! RT @RossMistry: #Microsoft Codename \""""Data Explorer\"""" CTP Coming Next Month  http://t.co/vpQOyXWa"""
microsoft,positive,"Mango shows #Microsoft still has the taste for smartphone success http://t.co/AFm8VSMm  #wp7 #mango"
microsoft,positive,"RT @bmann Awesome! @TommyLee is moving to #Vancouver as Dev Evangelist for #Microsoft - we finally get a local"
microsoft,positive,"Awesome! @TommyLee is moving to #Vancouver as Dev Evangelist for #Microsoft - we finally get a local"
microsoft,positive,"Microsoft Stores offer up free Windows Phone 7 devices #microsoft #microsoftstores http://t.co/F4HwAN6Q"
microsoft,positive,"Microsoft Stores offer up free Windows Phone 7 devices #microsoft #microsoftstores http://t.co/7YvJMHnQ"
microsoft,negative,"#Microsoft store here I come to spend my hard earned cash. #vslive"
microsoft,positive,"Hey parents!Did you know about the free tools from #Microsoft that help keep your kids safe online?Live Family Safety http://t.co/5pk1et6r"
microsoft,positive,"Awesome! #Microsoft  #holodeck bit.ly/qpGxle"
microsoft,irrelevant,"""@SmartKeitai Yeah I saw it"
microsoft,positive,"enjoy  #Microsoft #Search Idea Could Let You Search Like Miley http://t.co/GWOkOCEg great"
microsoft,irrelevant,"#Microsoft #PowerPivot gives users the power to create compelling self-service #BI solutions. #infinitywebinar"
microsoft,irrelevant,"""The Future of #Information: Innovators from #Google"
microsoft,positive,"Thanks to Steffen Krause #Microsoft for a great SQL Server Session @EuropeanSP."
microsoft,irrelevant,"Ballmer Thinks You Have To Be A Computer Scientist To Use Android http://t.co/VKV2TBcj #tech #microsoft (i agree to some extent)"
microsoft,positive,"""Validated that #Microsoft #iSCSI target in Win Server 8 works fine with #VMware #vSphere5 / ESXi5"
microsoft,positive,"wow - #Microsoft tech turns your body into a touchscreen http://t.co/5hVBC5Bm via @PSFK"
microsoft,positive,"Love the #Microsoft campus!  Love the feeling of the mixer building.  Thanks #vslive bringing the conference here!"
microsoft,neutral,"""RT @ralphbin: #Microsoft Research shows #Holodesk - looks like science fiction"
microsoft,neutral,"""#Microsoft Research shows #Holodesk - looks like science fiction"
microsoft,irrelevant,"Zune Music arrives in Canada! http://t.co/CJJ12v4I #microsoft #music #news"
microsoft,positive,"#Kinect Makes Learning Playful with Help from #SesameStreet and #NationalGeographic #education #microsoft http://t.co/E5uhka8F"
microsoft,irrelevant,"H\u00e5per #microsoft lager ny releasepartyguide for #mango. #greatsuccess"
microsoft,positive,"Hey parents! Did you know about the free tools from #Microsoft that help keep your kids safe online? Live Family Safety http://t.co/muuWbGPn"
microsoft,positive,"\u201c@sinanaral: Check out the new #Microsoft #faculty fellows here: http://t.co/2oeNsVG8 poised to change the world!\u201d Go @jure !"
microsoft,positive,"#Microsoft @ ISB... watching the new windows 8 in action...pretty impressive! Finally a contender to mac os.. Interesting battle in store"
microsoft,positive,"Check out the new #Microsoft #faculty fellows here: http://t.co/GCicPEX4 poised to change the world!"
microsoft,positive,"Blog Post: Cool Tool : Microsoft Mouse Without Borders. http://t.co/uM860jFh #Tools #Utilities #microsoft"
microsoft,irrelevant,"""Forget Siri"
microsoft,positive,"#Microsoft tests and proves #AppSense enterprise scalability! 78K users on one personalization DB - http://t.co/xtZMPSMT #enterprise"
microsoft,positive,"""@RAD_Software Yes good points about #ERP but unfair assessment in saying \""""#SAGE"
microsoft,irrelevant,"""Good dev opportunities at #Microsoft UX Tour"
microsoft,negative,"@edbott you have sugar-coated the FSF secure boot reaction. This is blatant anti-#Microsoft propaganda."
microsoft,irrelevant,"RT @fran_mac_ I have been blown away by technological innovations.... #microsoft should do more #marketing!!"
microsoft,positive,"RT @asherCFO: #Yahoo up 4 sale - again! Yrs back #Microsoft almost bought it & now glad it didn't. This could b deal of the year that do ..."
microsoft,irrelevant,"""RT @bestpantsTen: http://t.co/P4m8xvaz #iPads less desired than #Windows tablets"
microsoft,positive,"RT @DariuszPorowski: RT Me too! @rem8: On my way home from 1st day of #MTS11. Had great time with @alead @DariuszPorowski and others #mv ..."
microsoft,positive,"#mango shows #microsoft still has the taste for smartphone success http://t.co/mAOQaplH"
microsoft,positive,"one more picture of the services provided in the #cloud. I am in love with #Microsoft http://t.co/Q0QLeokZ"
microsoft,positive,"Nice talk by @renatmin #KenyaOpenDoor #microsoft #community"
microsoft,positive,"OMG :) :) #Microsoft #Sharepoint is actually working!  Thanks to my excellent colleague William"
microsoft,negative,"#windowsphone #wp7 #Microsoft really @google ? http://t.co/vI0htJRr  #icecreamsandwichfail innovation by imitation sad sad"
microsoft,positive,"""@guardiantech I love the \""""And now it is looking to China:\"""" Apple funds sweatshops there while Gates funds a foundation #apple #microsoft"""
microsoft,positive,"That was a good one(commercial). #microsoft"
microsoft,positive,"""Absolutely loving the ARC mouse"
microsoft,irrelevant,"""Wow #android #ics"
microsoft,irrelevant,"Jus updated my computer to Windows 7 .....I'm on thanks to #microsoft"
twitter,irrelevant,"Noches #Twitter fue un dia bonito :)"
twitter,irrelevant,"@isa13mp27 jajajaja isaaa  ..!!lo mas en #twitter !!"
twitter,irrelevant,"oh. kita anak baru ni ya... ceritanya di #twitter ni .."
twitter,irrelevant,"awwwns Qeriido #Twitter! Grasiias poqe en ti puedo desahoqar miis indirectaaas!:D"
twitter,irrelevant,"""#Twitter"
twitter,irrelevant,":P RT @eduardo_666_: @AleCP93 Hey broo graxiias por recordarme qe existe #Twitter jajajaja!!! Teniia siglos de no usarlo jajaja!!! :)"
twitter,irrelevant,"Estoy dando clases de #twitter @jasaro10"
twitter,irrelevant,"El #twitter me roba mis pensamientos! Hahaha!"
twitter,irrelevant,"#twitter \u062a\u0648\u064a\u062a\u0631 \u062d\u064a\u062b \u062a\u0646\u062a\u0642\u0644 \u0627\u0644\u062b\u0631\u062b\u0631\u0629 \u0645\u0646 \u0627\u0644\u0644\u0633\u0627\u0646 \u0627\u0644\u0649 \u0627\u0644\u0627\u0635\u0627\u0628\u0639"
twitter,irrelevant,"Me tok\u00f3 bolber a komprar la aplicacion de #twitter x q c abia trabado :S"
twitter,irrelevant,"Ahh actualic\u00e9 #Twitter en el telefono!! Ahora si me van a llegar las menciones #pffffff"
twitter,irrelevant,"""@Juanbatero1 puchis"
twitter,irrelevant,"@pani_mondragon =O como dices eso =( pss no tengo servicios en la bb solamente #twitter"
twitter,irrelevant,"Tengo que estudiar para mis expos de ma\u00f1ana pero no... yo en #twitter"
twitter,irrelevant,"@Victorafrosan X. G. R. ? No pues ni el nombre de tu novia me se como para tener su #Twitter"
twitter,irrelevant,"aa laa gran laa compuu se trava sii tengo #twitter y #facebook aviiertooos"
twitter,irrelevant,"RT @itoHedz: #Twitter donde las peleas entre personas son mas comunes que frutas en un mercado."
twitter,irrelevant,"""parad\u00e3o "
twitter,irrelevant,"#Twitter donde las peleas entre personas son mas comunes que frutas en un mercado."
twitter,irrelevant,"#CHISTE : EN QUE SE PARECEN LOS PITUFOS AL #TWITTER ? R= EN QUE LOS 2 TIENEN EL PAJARO AZUL XD"
twitter,irrelevant,"Saindo #Twitter !"
twitter,irrelevant,"Hasta ma\u00f1ana mi gente linda de #Twitter y #Facebook\nsweet dream &lt;3"
twitter,irrelevant,"Y pues ya me voy a dormir... Comper se quedan es su #Twitter !!"
twitter,irrelevant,"Lo primero que pongo cuando abro el navegar es #Twitter Luego #Facebook y de ultimo #Hotmail! jajaja!"
twitter,irrelevant,"A ver si me meto en la #adiccion esta de la #mierda de #twitter"
twitter,positive,"Hoy #MiDia #Facebook #Twitter #Noticias todo ha estado super divertido y acelerado \u00bfQu\u00e9 estar\u00e1 pasando?"
twitter,irrelevant,"kreo ke mi aniversario en el #twitter es el 24 de Dic. :O"
twitter,irrelevant,":o hoy no e utilizado el #twitter para nada :s"
twitter,irrelevant,"Hasta el #queque de tarea pero heme aqui en #twitter y #FB jijijiji ya falta menos para terminar #thanksGod"
twitter,irrelevant,"#Facebook ah quedado en el olvido gracias a #Twitter"
twitter,irrelevant,"Saludoss pa To' L@s Twitter@s Nocturn@s.. Jeje.. @elBellacoMusic Nose pero Ahoritaa me Sumbo Mas pal #Twitter q pal #Face..! #TadeModa ;)"
twitter,positive,"Ganun? Di ba kasama ang wit? lol RT @RobyQQ Your #Twitter followers either like you for your sense of humor or sex appeal."
twitter,irrelevant,"""@_kellykatiucia q nada vc q \u00e9 linda mesmo! :)  s\u00f3 no me lenbro o dia q eu segui vc"
twitter,irrelevant,"Como esta la gent ermosa del #twitter n.n"
twitter,irrelevant,"Etre influent sur #Twitter: publication de contenus qui engagent \u00e0 l'action. http://t.co/H2qmDwpP EN via @jeffbullas"
twitter,irrelevant,"RT @shezyyee: Sunaa karo merii jaan in se un se afsaane / sab ajnabi hain yahaan kaun kis ko pehchane #Kaifi #Shair #Twitter"
twitter,irrelevant,"#Adomani #Twitter"
twitter,irrelevant,"#twitter OFF Hasta ma\u00f1ana xd =l"
twitter,irrelevant,"buenas noches  #Twitter W:"
twitter,irrelevant,"jajajaja mi mama se metio en mi #twitter y en mi #facebook y escribio jajajaj te amo mami sos la mejor!!"
twitter,irrelevant,"E o meu #Primo @eduuaardo_ que nunca mais apareceu pelo #Twitter?  Saudade de voc\u00ea prim\u00e3ao \u2665"
twitter,irrelevant,"Porque mi app de #Twitter para #Android no actualiza las menciones?"
twitter,positive,"@AleeRetana cambiale el fondo a este tu coso vos!! XD esta aburriiiidooo.. x) aaa por cierto... WOW! ya no te abruma el #twitter x)\n#Welcome"
twitter,irrelevant,"Quien anda activo por el #Twitter ahorita???"
twitter,irrelevant,"Demasiado #Twitter por hoy nos vemos #TwitterOff"
twitter,irrelevant,"el #twitter x cel no s!rve e$ un asc\u0398(...)"
twitter,irrelevant,"Buenas Noches a Todos!!! Llego mi momento. Momento #Twitter de reflexiones y analisis. Pensamientos encontrados en lo profundo de la noche."
twitter,irrelevant,"""@chihuahuentauro jajajaja #Facebook es otra cosa"
twitter,irrelevant,"@crucius89 miiiiiiiiiiiiiiira la rotita tenia #twitter aunque esta novata aun"
twitter,irrelevant,"@Omardelos @RonaldElApostol Hace un tiempo q el varon tira su rema 11x17 aqui en #Twitter :D"
twitter,irrelevant,"#Twitter #twit2alsh\n\u062a\u0648\u064a\u062a\u0631 \u064a\u062b\u0628\u062a \u0644\u0649 \u064a\u0648\u0645\u064a\u0627 \u0627\u0646\u0647 \u0641\u0649 \u0627\u0644\u0623\u0635\u0644 \u0643\u0627\u0646 \u0639\u0631\u0627\u0641\u0647 \u0643\u0644 \u0645\u0627 \u0623\u0642\u0648\u0644\u0647 \u062d\u0627\u062c\u0647 \u064a\u0642\u0648\u0644\u0644\u0649 \u0645\u0627 \u0627\u0646\u0627 \u0639\u0627\u0631\u0641\nOOoooops u already tweeted zaaaat go away"
twitter,irrelevant,"RT @VLAD5564: #RT this #Follow all new music #TFB #nymusic. #newmusic #5000aday #1000aday  #twitter #dipset #skullgang #730dips #byrdgan ..."
twitter,irrelevant,"""Nee"
twitter,irrelevant,"@majufedz @EliasMM me retiro otro dia compartimos nuestras #leccionesparalavida con el mundo de #twitter jajaja"
twitter,irrelevant,"""#twitter #detik Mengaku Masih Baru di Kabinet"
twitter,irrelevant,"#twitter #detik PKS Akan Abaikan Kontrak Politik dengan SBY - Partai Keadilan Sejahtera (PKS) masih berada di koalis... http://t.co/BbqFnSzm"
twitter,irrelevant,"""Segun lo que me explicar\u00f3n"
twitter,irrelevant,"Ahhhh mi #twitter no caaargaaaaaa!!!"
twitter,irrelevant,"We're hiring! Immediate openings! #socialmedia #facebook #twitter #hiring #job #owner #marketing #networking http://t.co/3LNiJC9U"
twitter,irrelevant,"Dime porque demonios existes #Twitter ?! Oh si! Para causarle insomnio a cualquera que pase no?"
twitter,irrelevant,"Ternuritas los que creen me la paso conectado al #twitter no saben de las aplicaciones jajaja #Oaxaca"
twitter,irrelevant,"a dormir #twitter off"
twitter,irrelevant,"Ya me esta empezando a Gustar #Twitter!!:DD"
twitter,irrelevant,"""#nomames esta bien frio el #twitter"
twitter,irrelevant,"RT @NickElPoeta: Saludos a usted que a est\u00e1s horas sigue en el #facebook y el #twitter..\nbendiciones"
twitter,negative,"#TwitTer Donde la gente Te confiesan Su Vida sin Preguntar. O_o"
twitter,irrelevant,"Image update &gt;&gt; : AIDS ad campaign : use condoms -  http://t.co/qZqblIZB #funny #humour #twitter"
twitter,irrelevant,"Puta! No se por que traje los cuadernos para estudiar a la cama si sigo en #twitter #OhShit! T_T"
twitter,irrelevant,"nossa cade o povo desse #Twitter meu deus"
twitter,irrelevant,"""Se que en estos momentos transmiten soy tu fan"
twitter,irrelevant,"Ya no s\u00e9 si la noticia del Zoo de Ohio que me lleg\u00f3 a mi cel. fue sacada o no de #twitter... creo que s\u00ed"
twitter,irrelevant,"Buenas noches para todos felices sue\u00f1os muuaahhzz!!! gunaiiii #twitter"
twitter,irrelevant,"@Jess_Haddad D; tonces deja el vicio de #Twitter!! xD"
twitter,irrelevant,"RT @teresarod: Tengo lo que a mi me basta para ser feliz #(8) #twitter OFF como? No sabia!!"
twitter,positive,"RT @Kcyoungboss: RT @nine_oh SIMPLY DA BEST ON #TWITTER MY TWEEPS @Kcyoungboss @JenniferWarters @TONYTECH818 @Kozak2012 @3010lys @TheLeg ..."
twitter,irrelevant,"@JhodeMrd1 pero siempre pones cosas como pa lee las lea ah? El debe de tener #twitter......Y si no lo es lo va hacer o ya fue tu novio??"
twitter,irrelevant,"#TeamFollowBack #TFB #MustFollow #MF #FollowNow #FN #FollowFriday #FF #IFB #Twitter #Follow #IFollowBack GET A #SHOUTOUT FOR FOLLOWING ME!!"
twitter,irrelevant,"Buenas noches #twitter"
twitter,irrelevant,"Eita q o povo do #twitter foi todos dormir!!!"
twitter,irrelevant,"@Yerson_Aponte Que conste quedo en el #Twitter !! xD"
twitter,irrelevant,"@ACRIS_REYS Agora q estava legal acabou. Deixa eu t perguntar. Como eu popularizo o meu #twitter ? Vc tem dicas?;)*"
